area	type	category	lat	lon
centro	commerciale	posta	45.4578365	9.1874775
centro	commerciale	acqua potabile	45.4558517	9.1925171
centro	commerciale	ristorante	45.4752988	9.1892485
centro	commerciale	casella della posta	45.4768122	9.1896575
centro	commerciale	posta	45.4773062	9.189584
centro	commerciale	fermata bus tram	45.4728559	9.1869307
centro	commerciale	edicola	45.4766125	9.1877029
centro	commerciale	ristorante	45.4722528	9.1870826
centro	commerciale	ristorante	45.4722281	9.1869342
centro	commerciale	fermata bus tram	45.4732242	9.1908686
centro	commerciale	telefono pubblico	45.4659333	9.1980302
centro	commerciale	bar	45.4565505	9.1894413
centro	commerciale	bar	45.4556454	9.1875285
centro	commerciale	bar	45.4582382	9.1879179
centro	commerciale	bar	45.4582782	9.1875515
centro	commerciale	ristorante	45.4580759	9.1875313
centro	commerciale	ristorante	45.4576253	9.1874678
centro	commerciale	ristorante	45.4561505	9.1873092
centro	commerciale	ristorante	45.4566959	9.1873234
centro	commerciale	parcheggio	45.4774256	9.1889009
centro	commerciale	telefono pubblico	45.4596251	9.1982821
centro	commerciale	fermata bus tram	45.4675211	9.2040018
centro	commerciale	fermata bus tram	45.4671203	9.2014553
centro	commerciale	parcheggio	45.4704245	9.1945938
centro	commerciale	telefono pubblico	45.4747007	9.1944446
centro	commerciale	distributore automatico	45.4747082	9.1943267
centro	commerciale	casella della posta	45.4726852	9.1952589
centro	commerciale	società	45.4709279	9.1970821
centro	commerciale	società	45.470918	9.1970678
centro	commerciale	banca	45.471736	9.1960374
centro	commerciale	società	45.4709394	9.1970953
centro	commerciale	bar	45.4658078	9.202043
centro	commerciale	taxi	45.479334	9.1923376
centro	commerciale	ristorante	45.4737205	9.1952572
centro	commerciale	studio avvocato	45.4612423	9.2002187
centro	commerciale	fermata bus tram	45.46608	9.2022957
centro	commerciale	area gioco	45.4584949	9.1826879
centro	commerciale	area gioco	45.4586041	9.1825699
centro	commerciale	area gioco	45.4586209	9.182362
centro	commerciale	fermata bus tram	45.4632106	9.1976293
centro	commerciale	panchina	45.4573093	9.1783901
centro	commerciale	casella della posta	45.4633739	9.1974638
centro	commerciale	club	45.4587479	9.1794196
centro	commerciale	casella della posta	45.4637995	9.1995183
centro	commerciale	parcheggio	45.4706857	9.1998936
centro	commerciale	telefono pubblico	45.458536	9.1820386
centro	commerciale	telefono pubblico	45.4583536	9.1830472
centro	commerciale	telefono pubblico	45.4568184	9.1827226
centro	commerciale	acqua potabile	45.4580037	9.1830069
centro	commerciale	acqua potabile	45.4559699	9.182036
centro	commerciale	ristorante	45.4798103	9.1893547
centro	commerciale	ristorante	45.4656403	9.1984103
centro	commerciale	bar	45.4656676	9.1984528
centro	commerciale	bagni pubblici	45.4563605	9.1952231
centro	commerciale	bar	45.4668754	9.199203
centro	commerciale	bar	45.4666975	9.1987245
centro	commerciale	farmacia	45.4669792	9.2000028
centro	commerciale	bar	45.4636504	9.1976183
centro	commerciale	bar	45.4655737	9.1983425
centro	commerciale	bar	45.4635413	9.1979385
centro	commerciale	ristorante	45.4634406	9.1983911
centro	commerciale	bar	45.4654669	9.1983407
centro	commerciale	ristorante	45.4653724	9.1983444
centro	commerciale	bancomat	45.4634868	9.1981677
centro	commerciale	bar	45.4642446	9.1980279
centro	commerciale	banca	45.4632811	9.1993817
centro	commerciale	banca	45.4633267	9.1998965
centro	commerciale	bancomat	45.4633152	9.1998056
centro	commerciale	fermata bus tram	45.4581043	9.1938497
centro	commerciale	fermata bus tram	45.4598381	9.1954808
centro	commerciale	fermata bus tram	45.4612302	9.19678
centro	commerciale	fermata bus tram	45.4576857	9.1931284
centro	commerciale	fermata bus tram	45.4587173	9.1946188
centro	commerciale	fermata bus tram	45.4682942	9.1995944
centro	commerciale	fermata bus tram	45.4664636	9.2004434
centro	commerciale	fermata bus tram	45.4648517	9.1999549
centro	commerciale	farmacia	45.4600936	9.180581
centro	commerciale	bar	45.4600751	9.1805106
centro	commerciale	gelataio	45.4669053	9.2004257
centro	commerciale	società	45.4728515	9.1865736
centro	commerciale	bar	45.4641343	9.1997936
centro	commerciale	società	45.4650994	9.2003347
centro	commerciale	bancomat	45.4670889	9.1973317
centro	commerciale	bar	45.4683499	9.1984478
centro	commerciale	ristorante	45.4697614	9.1946099
centro	commerciale	ristorante	45.479154	9.1884549
centro	commerciale	ristorante	45.4789608	9.1885936
centro	commerciale	bar	45.4783481	9.1880961
centro	commerciale	bar	45.4799355	9.1886028
centro	commerciale	ristorante	45.4780921	9.1883177
centro	commerciale	ristorante	45.4795424	9.1886103
centro	commerciale	area gioco	45.4795362	9.189375
centro	commerciale	panchina	45.4795427	9.1896534
centro	commerciale	fast food	45.4796761	9.1886739
centro	commerciale	ristorante	45.4784505	9.1881915
centro	commerciale	panchina	45.4795399	9.1895892
centro	commerciale	panchina	45.4795472	9.189488
centro	commerciale	panchina	45.4795573	9.1895458
centro	commerciale	panchina	45.4795647	9.1896783
centro	commerciale	parcheggio	45.4798654	9.1895035
centro	commerciale	banca	45.4660875	9.1979321
centro	commerciale	bancomat	45.4660995	9.1979386
centro	commerciale	veterinaio	45.4794087	9.1877852
centro	commerciale	bar	45.4574502	9.1899805
centro	commerciale	bar	45.4573991	9.1896767
centro	commerciale	bar	45.4555779	9.1836017
centro	commerciale	distributore automatico	45.456298	9.1837653
centro	commerciale	panchina	45.4556794	9.183921
centro	commerciale	fast food	45.4568528	9.1809602
centro	commerciale	panchina	45.4785397	9.1888035
centro	commerciale	panchina	45.478597	9.1888138
centro	commerciale	farmacia	45.47956	9.1915369
centro	commerciale	centro conferenze	45.478409	9.189159
centro	commerciale	bar	45.4783506	9.1885512
centro	commerciale	casella della posta	45.4563799	9.1849251
centro	commerciale	taxi	45.4579106	9.1777454
centro	commerciale	bar	45.4663059	9.1982739
centro	commerciale	monumento	45.4588979	9.1777808
centro	commerciale	bar	45.4770997	9.1883639
centro	commerciale	telefono pubblico	45.4771097	9.1886916
centro	commerciale	banca	45.4770607	9.1888151
centro	commerciale	agenzia di viaggio	45.4771637	9.1882776
centro	commerciale	bar	45.4771846	9.1879388
centro	commerciale	ristorante	45.4778684	9.1889669
centro	commerciale	ristorante	45.4781788	9.1890872
centro	commerciale	bar	45.4774345	9.1880168
centro	commerciale	società	45.4778171	9.1881167
centro	commerciale	ristorante	45.4775067	9.1885319
centro	commerciale	ristorante	45.4775027	9.1880448
centro	commerciale	ristorante	45.4780122	9.1887082
centro	commerciale	ristorante	45.4775785	9.1880661
centro	commerciale	fermata bus tram	45.4625527	9.1978688
centro	commerciale	fermata bus tram	45.4622	9.1987285
centro	commerciale	fermata bus tram	45.462375	9.2001702
centro	commerciale	fermata bus tram	45.4628434	9.1975188
centro	commerciale	fermata bus tram	45.4623015	9.2006101
centro	commerciale	telefono pubblico	45.4628021	9.1976621
centro	commerciale	bar	45.4627631	9.1978259
centro	commerciale	panchina	45.455684	9.1925363
centro	commerciale	banca	45.4574241	9.1915026
centro	commerciale	bar	45.4579415	9.1926121
centro	commerciale	clinica	45.4553308	9.1910697
centro	commerciale	farmacia	45.4574738	9.1934108
centro	commerciale	gelataio	45.4580058	9.1924979
centro	commerciale	bar	45.4575947	9.1928427
centro	commerciale	bar	45.4575966	9.1935527
centro	commerciale	banca	45.4564031	9.1949258
centro	commerciale	ristorante	45.4571998	9.1932399
centro	commerciale	panchina	45.4556609	9.1925354
centro	commerciale	panchina	45.4559121	9.1926623
centro	commerciale	panchina	45.4559327	9.192646
centro	commerciale	gelataio	45.4574028	9.1935438
centro	commerciale	taxi	45.4552406	9.1926303
centro	commerciale	ristorante	45.458322	9.1919709
centro	commerciale	bar	45.4573112	9.1941017
centro	commerciale	bar	45.4579098	9.1930908
centro	commerciale	farmacia	45.4569883	9.1941132
centro	commerciale	agenzia immobilliare	45.4562655	9.1957622
centro	commerciale	ristorante	45.4578789	9.1926878
centro	commerciale	banca	45.4568259	9.1947818
centro	commerciale	ristorante	45.4561604	9.1952105
centro	commerciale	ristorante	45.4585334	9.1922484
centro	commerciale	panchina	45.4556397	9.1925509
centro	commerciale	panchina	45.4560811	9.1926656
centro	commerciale	panchina	45.4567649	9.1914111
centro	commerciale	panchina	45.4568263	9.1913286
centro	commerciale	panchina	45.4557047	9.1925371
centro	commerciale	panchina	45.4558658	9.1925427
centro	commerciale	panchina	45.4559118	9.1925435
centro	commerciale	panchina	45.4560113	9.1926465
centro	commerciale	panchina	45.4560296	9.1926651
centro	commerciale	panchina	45.4560331	9.1925508
centro	commerciale	panchina	45.4560559	9.1926654
centro	commerciale	panchina	45.4561225	9.1926485
centro	commerciale	panchina	45.4561229	9.1925706
centro	commerciale	panchina	45.4562104	9.1925859
centro	commerciale	panchina	45.4562417	9.1925705
centro	commerciale	panchina	45.4558634	9.1926614
centro	commerciale	panchina	45.4558879	9.1926618
centro	commerciale	panchina	45.4558886	9.1925431
centro	commerciale	panchina	45.4559334	9.1925598
centro	commerciale	panchina	45.4560117	9.1925667
centro	commerciale	panchina	45.4574623	9.1926068
centro	commerciale	panchina	45.4574718	9.1926594
centro	commerciale	panchina	45.455638	9.1926401
centro	commerciale	panchina	45.4556584	9.1926555
centro	commerciale	panchina	45.4556805	9.1926564
centro	commerciale	panchina	45.4557058	9.1926573
centro	commerciale	bar	45.4558599	9.1954506
centro	commerciale	panchina	45.4560822	9.1925513
centro	commerciale	panchina	45.456104	9.1925515
centro	commerciale	panchina	45.4562221	9.1925664
centro	commerciale	panchina	45.456105	9.1926658
centro	commerciale	panchina	45.4560604	9.1925511
centro	commerciale	panchina	45.4566198	9.1914474
centro	commerciale	panchina	45.4562651	9.1925789
centro	commerciale	panchina	45.4563775	9.1915496
centro	commerciale	panchina	45.4563876	9.1915179
centro	commerciale	panchina	45.456755	9.1913296
centro	commerciale	panchina	45.4568292	9.1912421
centro	commerciale	casella della posta	45.4574316	9.1924227
centro	commerciale	panchina	45.4563543	9.1916172
centro	commerciale	panchina	45.4563644	9.1915841
centro	commerciale	panchina	45.4565673	9.1913611
centro	commerciale	distributore automatico	45.4572757	9.1912414
centro	commerciale	panchina	45.4575182	9.1928996
centro	commerciale	panchina	45.4575324	9.1929401
centro	commerciale	bar	45.4568089	9.1929895
centro	commerciale	panchina	45.4581829	9.1928767
centro	commerciale	panchina	45.4581558	9.1928439
centro	commerciale	agenzia immobilliare	45.466417	9.2004081
centro	commerciale	pub	45.4578194	9.1807356
centro	commerciale	ristorante	45.4619964	9.1953962
centro	commerciale	ristorante	45.4737112	9.1954268
centro	commerciale	ristorante	45.4732811	9.1955877
centro	commerciale	ristorante	45.4733638	9.1956474
centro	commerciale	distributore automatico	45.4731382	9.1959071
centro	commerciale	ristorante	45.4745377	9.1945609
centro	commerciale	ristorante	45.4740628	9.1946682
centro	commerciale	gelataio	45.4743393	9.1946172
centro	commerciale	gelataio	45.4589692	9.1782427
centro	commerciale	ristorante	45.4564578	9.1806868
centro	commerciale	ristorante	45.4573591	9.1813708
centro	commerciale	panchina	45.4678322	9.2042881
centro	commerciale	panchina	45.4678435	9.2043417
centro	commerciale	distributore automatico	45.4692341	9.2039669
centro	commerciale	bar	45.4586251	9.1969066
centro	commerciale	farmacia	45.472653	9.1893339
centro	commerciale	ristorante	45.4711488	9.1936771
centro	commerciale	ristorante	45.4725995	9.1934843
centro	commerciale	club	45.4711495	9.1940744
centro	commerciale	distributore automatico	45.4718447	9.1928677
centro	commerciale	ristorante	45.4588626	9.1781535
centro	commerciale	bar	45.4712346	9.1941842
