area	type	category	lat	lon
centro	commerciale	ristorante	45.4719823	9.1950559
centro	commerciale	bar	45.4573109	9.1808415
centro	commerciale	ristorante	45.4728393	9.1873512
centro	commerciale	ristorante	45.472145	9.1863252
centro	commerciale	fermata bus tram	45.4583171	9.1770532
centro	commerciale	ristorante	45.4553761	9.1896398
centro	commerciale	ristorante	45.4642362	9.1988006
centro	commerciale	fermata bus tram	45.4709541	9.1937814
centro	commerciale	banca	45.4666038	9.1992347
centro	commerciale	ristorante	45.4663887	9.1988642
centro	commerciale	parcheggio	45.4662953	9.1987536
centro	commerciale	ristorante	45.4668206	9.2000833
centro	commerciale	taxi	45.4668237	9.1983492
centro	commerciale	casella della posta	45.4779302	9.1920063
darsena	commerciale	fast food	45.453149	9.1796146
darsena	commerciale	banca	45.4523725	9.1811993
darsena	commerciale	pub	45.4518459	9.17768
darsena	commerciale	ristorante	45.4520568	9.1752912
darsena	commerciale	casella della posta	45.4545044	9.1733062
darsena	commerciale	banca	45.4520962	9.1813766
darsena	commerciale	parcheggio	45.4516539	9.1811469
darsena	commerciale	banca	45.4519144	9.1802645
darsena	commerciale	banca	45.4519031	9.1799627
darsena	commerciale	ristorante	45.4489995	9.17756
darsena	commerciale	acqua potabile	45.4540136	9.1744335
darsena	commerciale	farmacia	45.451695	9.180293
darsena	commerciale	pub	45.4507319	9.1780228
darsena	commerciale	pub	45.4520811	9.1776263
darsena	commerciale	ristorante	45.451319	9.1776773
darsena	commerciale	pub	45.4532362	9.1751395
darsena	commerciale	ristorante	45.4520204	9.1749768
darsena	commerciale	fermata bus tram	45.4570439	9.1752912
darsena	commerciale	fermata bus tram	45.4518069	9.1801146
darsena	commerciale	fermata bus tram	45.4549298	9.1721976
darsena	commerciale	fermata bus tram	45.4553564	9.1720539
darsena	commerciale	fermata bus tram	45.4528161	9.1755882
darsena	commerciale	fermata bus tram	45.452664	9.1762942
darsena	commerciale	farmacia	45.448922	9.1795627
darsena	commerciale	ristorante	45.4500423	9.1754638
darsena	commerciale	fermata bus tram	45.4531906	9.1802705
darsena	commerciale	fermata bus tram	45.4491339	9.1796922
darsena	commerciale	fermata bus tram	45.4530395	9.1734874
darsena	commerciale	fermata bus tram	45.4559321	9.1727048
darsena	commerciale	fermata bus tram	45.4559935	9.1727525
darsena	commerciale	farmacia	45.4551808	9.1727649
darsena	commerciale	fermata bus tram	45.4521106	9.1832255
darsena	commerciale	fermata bus tram	45.4550308	9.172644
darsena	commerciale	ristorante	45.4514641	9.1742677
darsena	commerciale	farmacia	45.4536981	9.1802815
darsena	commerciale	farmacia	45.4518046	9.1802164
darsena	commerciale	banca	45.4563504	9.1744985
darsena	commerciale	bar	45.4519633	9.1809122
darsena	commerciale	ristorante	45.4519554	9.1811575
darsena	commerciale	ristorante	45.4502174	9.1779054
darsena	commerciale	pub	45.4500031	9.177841
darsena	commerciale	bar	45.4494762	9.1777176
darsena	commerciale	bar	45.4492504	9.177664
darsena	commerciale	club	45.451531	9.1782109
darsena	commerciale	ristorante	45.4518697	9.1783772
darsena	commerciale	bar	45.4490319	9.1770927
darsena	commerciale	pub	45.4492053	9.1771597
darsena	commerciale	ristorante	45.453119	9.1779373
darsena	commerciale	fast food	45.4531115	9.1776369
darsena	commerciale	ristorante	45.4533187	9.1771812
darsena	commerciale	ristorante	45.4534351	9.1770146
darsena	commerciale	ristorante	45.4517071	9.1754298
darsena	commerciale	bar	45.4518784	9.1762102
darsena	commerciale	pub	45.4520986	9.1772402
darsena	commerciale	bar	45.4516808	9.1753252
darsena	commerciale	ristorante	45.4516676	9.1752314
darsena	commerciale	ristorante	45.4520609	9.177039
darsena	commerciale	ristorante	45.451868	9.174682
darsena	commerciale	bar	45.4507816	9.1775522
darsena	commerciale	ristorante	45.4532774	9.1793448
darsena	commerciale	ristorante	45.4531534	9.1792279
darsena	commerciale	farmacia	45.456159	9.1742094
darsena	commerciale	banca	45.4516203	9.1799291
darsena	commerciale	ristorante	45.4518391	9.1793271
darsena	commerciale	banca	45.4526049	9.1812513
darsena	commerciale	casella della posta	45.4529492	9.1800003
darsena	commerciale	bar	45.4528251	9.1804948
darsena	commerciale	taxi	45.4523454	9.1781546
darsena	commerciale	ristorante	45.4521007	9.1753946
darsena	commerciale	ristorante	45.4517684	9.1739966
darsena	commerciale	ristorante	45.4519406	9.1764145
darsena	commerciale	ristorante	45.4521436	9.1759208
darsena	commerciale	ristorante	45.4522709	9.1764861
darsena	commerciale	bar	45.4520083	9.1766761
darsena	commerciale	bar	45.4519218	9.1763161
darsena	commerciale	bar	45.4517852	9.1756591
darsena	commerciale	bar	45.4518421	9.1759217
darsena	commerciale	farmacia	45.4515608	9.1744979
darsena	commerciale	acqua potabile	45.4553349	9.1735318
darsena	commerciale	area gioco	45.4553368	9.1737357
darsena	commerciale	area gioco	45.4551542	9.1738164
darsena	commerciale	ristorante	45.4555158	9.173327
darsena	commerciale	fermata bus tram	45.452668	9.1816408
darsena	commerciale	fermata bus tram	45.4549189	9.1722164
darsena	commerciale	banca	45.4551187	9.1726844
darsena	commerciale	banca	45.4555986	9.1719698
darsena	commerciale	fermata bus tram	45.4523714	9.1792625
darsena	commerciale	acqua potabile	45.4521394	9.1793222
darsena	commerciale	fermata bus tram	45.451974	9.1794927
darsena	commerciale	pub	45.4490246	9.1762839
darsena	commerciale	bar	45.454207	9.1799294
darsena	commerciale	bar	45.4536294	9.1802727
darsena	commerciale	acqua potabile	45.4549934	9.1774057
darsena	commerciale	ristorante	45.452366	9.176604
darsena	commerciale	bar	45.4518778	9.1760629
darsena	commerciale	bar	45.4518583	9.1759832
darsena	commerciale	ristorante	45.4531635	9.1799213
darsena	commerciale	telefono pubblico	45.4527034	9.1783463
darsena	commerciale	ristorante	45.4515524	9.1744412
darsena	commerciale	fermata bus tram	45.455859	9.1729171
darsena	commerciale	taxi	45.4525886	9.180707
darsena	commerciale	gelataio	45.4528022	9.1743297
darsena	commerciale	gelataio	45.4530102	9.1748871
darsena	commerciale	fermata bus tram	45.4523754	9.1796773
darsena	commerciale	fermata bus tram	45.4530016	9.1734859
darsena	commerciale	fermata bus tram	45.4523658	9.1793442
darsena	commerciale	distributore automatico	45.4560029	9.1732674
darsena	commerciale	bar	45.4496656	9.1777369
darsena	commerciale	casella della posta	45.4521649	9.1774327
darsena	commerciale	fast food	45.4521619	9.1775897
darsena	commerciale	bar	45.4515562	9.1777203
darsena	commerciale	fast food	45.4517029	9.1776935
darsena	commerciale	ristorante	45.4514922	9.1777203
darsena	commerciale	bar	45.4520095	9.1776586
darsena	commerciale	ristorante	45.4519306	9.1776586
darsena	commerciale	ristorante	45.4530037	9.1750749
darsena	commerciale	ristorante	45.4519402	9.1782641
darsena	commerciale	ristorante	45.4517817	9.1780287
darsena	commerciale	bar	45.4518884	9.176133
darsena	commerciale	ristorante	45.4490059	9.1765691
darsena	commerciale	centro fitness	45.4535374	9.1780705
